[ 2023-07-17 16:50:24,394 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-23 23:06:39,322 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 23:06:40,203 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Administrador" )
[ 2023-07-23 23:06:40,214 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 23:06:40,227 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 23:06:41,067 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 23:07:01,532 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 23:07:03,669 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-23 23:07:03,837 ] libpng warning: iCCP: known incorrect sRGB profile
[ 2023-07-23 23:07:03,877 ] Disconnected from gameserver
[ 2023-07-23 23:07:04,340 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Propolio" )
[ 2023-07-23 23:07:04,355 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 23:07:04,373 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 23:07:05,194 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 23:11:53,791 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-23 23:11:53,961 ] libpng warning: iCCP: known incorrect sRGB profile
[ 2023-07-23 23:11:54,003 ] Disconnected from gameserver
[ 2023-07-23 23:13:02,010 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 23:13:02,860 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Propolio" )
[ 2023-07-23 23:13:02,871 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 23:13:03,739 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 23:13:06,953 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "Connection refused" )
[ 2023-07-23 23:13:08,004 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 23:13:09,036 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 23:13:20,473 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342231419 found"
[ 2023-07-23 23:13:20,473 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342231477 found"
[ 2023-07-23 23:13:20,474 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342231418 found"
[ 2023-07-23 23:14:04,716 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-23 23:14:04,879 ] libpng warning: iCCP: known incorrect sRGB profile
[ 2023-07-23 23:14:04,928 ] Disconnected from gameserver
[ 2023-07-23 23:14:05,098 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 23:34:53,697 ] Using spritesheet cache size of 910
[ 2023-07-23 23:34:54,863 ] All sound assets loaded
[ 2023-07-23 23:34:54,863 ] All sound assets loaded
[ 2023-07-23 23:34:55,845 ] libpng warning: iCCP: known incorrect sRGB profile
[ 2023-07-23 23:34:56,347 ] Asset loading complete
[ 2023-07-23 23:35:00,969 ] All sound assets loaded
[ 2023-07-23 23:35:02,575 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 23:35:03,592 ] BattlEye: "Initialized (v1.246)"
[ 2023-07-23 23:35:03,592 ] BattlEye: "Restarting client is necessary, service isn't running properly"
[ 2023-07-23 23:35:03,592 ] BattlEye: "Restarting client is necessary, update required"
[ 2023-07-23 23:35:03,737 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Administrador" )
[ 2023-07-23 23:35:03,752 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 23:35:04,658 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 23:35:07,840 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "Connection refused" )
[ 2023-07-23 23:35:08,886 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 23:35:13,002 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "Connection refused" )
[ 2023-07-23 23:35:13,015 ] Disconnected from gameserver
[ 2023-07-23 23:35:14,401 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Administrador" )
[ 2023-07-23 23:35:14,407 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 23:35:15,349 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 23:35:18,493 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "Connection refused" )
[ 2023-07-23 23:35:19,542 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 23:35:23,639 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "Connection refused" )
[ 2023-07-23 23:35:23,647 ] Disconnected from gameserver
[ 2023-07-23 23:35:24,942 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Administrador" )
[ 2023-07-23 23:35:24,949 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 23:35:25,470 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-23 23:35:25,887 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 00:01:52,440 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-24 00:01:52,590 ] libpng warning: iCCP: known incorrect sRGB profile
[ 2023-07-24 00:01:52,624 ] Disconnected from gameserver
[ 2023-07-24 00:04:15,712 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 00:04:16,875 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Administrador" )
[ 2023-07-24 00:04:16,885 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 00:04:17,769 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 00:04:20,974 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "Connection refused" )
[ 2023-07-24 00:04:21,997 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 00:04:24,023 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 00:10:12,949 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-24 00:10:13,064 ] libpng warning: iCCP: known incorrect sRGB profile
[ 2023-07-24 00:10:13,096 ] Disconnected from gameserver
[ 2023-07-24 00:10:13,224 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 03:30:46,335 ] Using spritesheet cache size of 910
[ 2023-07-24 03:30:48,281 ] libpng warning: iCCP: known incorrect sRGB profile
[ 2023-07-24 03:30:48,780 ] Asset loading complete
[ 2023-07-24 03:30:52,781 ] All sound assets loaded
[ 2023-07-24 03:31:06,251 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 03:31:07,800 ] BattlEye: "Initialized (v1.246)"
[ 2023-07-24 03:31:07,800 ] BattlEye: "Restarting client is necessary, service isn't running properly"
[ 2023-07-24 03:31:07,800 ] BattlEye: "Restarting client is necessary, update required"
[ 2023-07-24 03:31:07,947 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Holaa" )
[ 2023-07-24 03:31:07,961 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 03:31:08,866 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 03:31:11,512 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 03:49:09,761 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-24 03:49:09,926 ] libpng warning: iCCP: known incorrect sRGB profile
[ 2023-07-24 03:49:09,972 ] Disconnected from gameserver
[ 2023-07-24 03:49:14,375 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 15:19:33,335 ] Using spritesheet cache size of 910
[ 2023-07-24 15:19:35,456 ] libpng warning: iCCP: known incorrect sRGB profile
[ 2023-07-24 15:19:35,937 ] Asset loading complete
[ 2023-07-24 15:19:39,597 ] All sound assets loaded
[ 2023-07-24 15:19:51,814 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 15:19:52,570 ] BattlEye: "Initialized (v1.246)"
[ 2023-07-24 15:19:52,570 ] BattlEye: "Restarting client is necessary, service isn't running properly"
[ 2023-07-24 15:19:52,570 ] BattlEye: "Restarting client is necessary, update required"
[ 2023-07-24 15:19:52,710 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Administrador" )
[ 2023-07-24 15:19:52,723 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 15:19:52,733 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 15:19:53,629 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 15:23:55,512 ] Using spritesheet cache size of 910
[ 2023-07-24 15:23:56,415 ] Asset loading complete
[ 2023-07-24 15:23:57,405 ] libpng warning: iCCP: known incorrect sRGB profile
[ 2023-07-24 15:23:59,897 ] All sound assets loaded
[ 2023-07-24 15:24:23,041 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 15:24:26,876 ] BattlEye: "Initialized (v1.246)"
[ 2023-07-24 15:24:26,876 ] BattlEye: "Restarting client is necessary, service isn't running properly"
[ 2023-07-24 15:24:26,876 ] BattlEye: "Restarting client is necessary, update required"
[ 2023-07-24 15:24:26,973 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Knight Sample" )
[ 2023-07-24 15:24:26,985 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 15:24:26,998 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 15:24:27,921 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 15:27:09,700 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-24 15:27:09,813 ] libpng warning: iCCP: known incorrect sRGB profile
[ 2023-07-24 15:27:09,839 ] Disconnected from gameserver
[ 2023-07-24 15:27:12,499 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 15:27:14,250 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Propolio" )
[ 2023-07-24 15:27:14,252 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 15:27:14,269 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 15:27:15,200 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 16:18:07,896 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-24 16:18:07,963 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-24 16:18:08,037 ] libpng warning: iCCP: known incorrect sRGB profile
[ 2023-07-24 16:18:08,068 ] Disconnected from gameserver
[ 2023-07-24 16:18:08,121 ] libpng warning: iCCP: known incorrect sRGB profile
[ 2023-07-24 16:18:08,170 ] Disconnected from gameserver
[ 2023-07-24 16:18:51,892 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 16:18:53,069 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Administrador" )
[ 2023-07-24 16:18:53,080 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 16:18:53,094 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 16:18:53,938 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 16:18:55,652 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 16:18:56,641 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Propolio" )
[ 2023-07-24 16:18:56,649 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 16:18:56,662 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 16:18:57,534 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 16:19:04,395 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342220385 found"
[ 2023-07-24 16:19:04,395 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342231525 found"
[ 2023-07-24 16:19:04,395 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342231525 found"
[ 2023-07-24 16:19:04,396 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342231420 found"
[ 2023-07-24 16:37:47,449 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-24 16:37:47,515 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-24 16:37:47,589 ] libpng warning: iCCP: known incorrect sRGB profile
[ 2023-07-24 16:37:47,621 ] Disconnected from gameserver
[ 2023-07-24 16:37:47,665 ] libpng warning: iCCP: known incorrect sRGB profile
[ 2023-07-24 16:37:47,709 ] Disconnected from gameserver
[ 2023-07-24 16:39:35,647 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 16:39:36,687 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Administrador" )
[ 2023-07-24 16:39:36,696 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 16:39:36,709 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 16:39:37,629 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 16:39:44,422 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 16:39:45,645 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Propolio" )
[ 2023-07-24 16:39:45,652 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 16:39:45,664 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 16:39:46,586 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 16:47:05,539 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-24 16:47:05,605 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-24 16:47:05,727 ] libpng warning: iCCP: known incorrect sRGB profile
[ 2023-07-24 16:47:05,760 ] libpng warning: iCCP: known incorrect sRGB profile
[ 2023-07-24 16:47:05,767 ] Disconnected from gameserver
[ 2023-07-24 16:47:05,816 ] Disconnected from gameserver
[ 2023-07-24 16:48:21,253 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 16:48:22,373 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Administrador" )
[ 2023-07-24 16:48:22,382 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 16:48:22,393 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 16:48:23,284 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 16:48:53,339 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 16:48:54,923 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Propolio" )
[ 2023-07-24 16:48:54,932 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 16:48:54,942 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 16:48:55,842 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 19:43:59,132 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-24 19:43:59,194 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-24 19:43:59,307 ] libpng warning: iCCP: known incorrect sRGB profile
[ 2023-07-24 19:43:59,336 ] libpng warning: iCCP: known incorrect sRGB profile
[ 2023-07-24 19:43:59,363 ] Disconnected from gameserver
[ 2023-07-24 19:43:59,397 ] Disconnected from gameserver
[ 2023-07-24 19:45:44,626 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 19:45:45,784 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Administrador" )
[ 2023-07-24 19:45:45,794 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 19:45:45,806 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 19:45:46,648 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 19:45:48,448 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 19:45:50,705 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Propolio" )
[ 2023-07-24 19:45:50,713 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 19:45:50,716 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 19:45:51,594 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 19:45:56,922 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342231418 found"
[ 2023-07-24 19:45:56,922 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342220438 found"
[ 2023-07-24 19:45:56,922 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342231521 found"
[ 2023-07-24 19:50:02,639 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-24 19:50:02,834 ] libpng warning: iCCP: known incorrect sRGB profile
[ 2023-07-24 19:50:02,884 ] Disconnected from gameserver
[ 2023-07-24 19:50:03,000 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 19:50:05,675 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Druid Sample" )
[ 2023-07-24 19:50:05,683 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 19:50:05,694 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 19:50:06,587 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 19:52:50,598 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 19:52:55,193 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-24 19:52:55,330 ] libpng warning: iCCP: known incorrect sRGB profile
[ 2023-07-24 19:52:55,362 ] Disconnected from gameserver
[ 2023-07-24 19:52:55,687 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Sorcerer Sample" )
[ 2023-07-24 19:52:55,695 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 19:52:55,715 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 19:52:56,593 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 19:53:28,263 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 19:53:38,302 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 19:53:46,894 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 19:53:51,141 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-24 19:53:51,269 ] libpng warning: iCCP: known incorrect sRGB profile
[ 2023-07-24 19:53:51,305 ] Disconnected from gameserver
[ 2023-07-24 19:53:51,422 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 19:53:52,516 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Knight Sample" )
[ 2023-07-24 19:53:52,523 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 19:53:52,537 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 19:53:53,407 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 19:56:18,920 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 19:56:21,584 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-24 19:56:21,804 ] libpng warning: iCCP: known incorrect sRGB profile
[ 2023-07-24 19:56:21,857 ] Disconnected from gameserver
[ 2023-07-24 19:56:22,344 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Druid Sample" )
[ 2023-07-24 19:56:22,360 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 19:56:22,382 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 19:56:23,200 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 19:57:09,187 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-24 19:57:09,316 ] libpng warning: iCCP: known incorrect sRGB profile
[ 2023-07-24 19:57:09,343 ] Disconnected from gameserver
[ 2023-07-24 19:57:09,455 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 20:17:14,267 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-24 20:17:14,382 ] libpng warning: iCCP: known incorrect sRGB profile
[ 2023-07-24 20:17:14,418 ] Disconnected from gameserver
[ 2023-07-24 20:19:43,178 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 20:19:46,364 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Administrador" )
[ 2023-07-24 20:19:46,374 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 20:19:47,271 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-24 20:19:50,436 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Endless"
[ 2023-07-24 20:20:01,541 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342231525 found"
[ 2023-07-24 20:20:01,541 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342231477 found"
[ 2023-07-24 20:20:01,541 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342231420 found"
[ 2023-07-24 20:20:01,541 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342231464 found"
[ 2023-07-24 20:20:01,542 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1342220385 found"
[ 2023-07-24 20:20:04,407 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Endless"  was disconnected ( "The remote host closed the connection" )
